num_annotations,tau,test_item,thresh,precision,recall,f1,pred_labels
30,1.865323429228738e-05,model_1,0.03801506757736206,0.0,0.0,,"['3D2F', '3GL1']"
30,1.865323429228738e-05,model_1,0.03868352994322777,0.0,0.0,,"['3D2F', '3GL1']"
30,1.865323429228738e-05,model_1,0.039351992309093475,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.040020450949668884,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.04068891331553459,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.0413573756814003,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.042025838047266006,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.042694300413131714,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.04336276277899742,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.04403122514486313,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.044699687510728836,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.04536814987659454,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.04603660851716995,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.04670507088303566,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.04737353324890137,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.048041995614767075,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.048710454255342484,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.04937891662120819,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.0500473789870739,0.0,0.0,,['3D2F']
30,1.865323429228738e-05,model_1,0.050715841352939606,0.0,0.0,0.0,[]
30,0.0001865323429228738,model_1,0.02931675873696804,0.01590594744121715,0.15753424657534246,0.028894472361809045,"['4V94', 'background', 'background', '4CR2', '4V94', '4V94', '4V94', 'background', '4V94', '4V94', 'background', 'background', '1BXN', '4V94', '4CR2', 'background', 'background', '4CR2', 'background', 'background', '4V94', 'background', '1QVR', '4V94', 'background', '4V94', '4V94', '4V94', '4V94', 'background', '1BXN', '4V94', '4V94', '1QVR', 'background', '4CR2', '3CF3', '4V94', '4V94', '1QVR', '4CR2', '4V94', 'background', 'background', '1QVR', '1QVR', '1BXN', 'background', '4V94', '4V94', '4V94', '4CR2', '4V94', '4CR2', '1QVR', '4V94', 'background', '4CR2', '4V94', '4CR2', 'background', 'background', '4V94', '4V94', '1BXN', '3CF3', '3CF3', 'background', '4V94', '4V94', 'background', '4CR2', 'background', '4CR2', '4CR2', '4CR2', '4V94', '1QVR', '1BXN', 'background', 'background', '4CR2', '4V94', '4V94', '1QVR', '3CF3', '4V94', '4CR2', '4CR2', '4CR2', '4CR2', 'background', 'background', '4V94', '4V94', '4CR2', '4CR2', '4V94', '1QVR', '4V94', '3CF3', 'background', '1QVR', '4V94', '4V94', 'background', '1QVR', '3CF3', 'background', '4CR2', '1BXN', 'background', '4V94', '1QVR', 'background', '1BXN', 'background', 'background', 'background', '4V94', '4V94', '4CR2', '4V94', 'background', 'background', '4CR2', '4V94', '1BXN', 'background', '3CF3', '4V94', '4CR2', '1S3X', 'background', '4V94', '4V94', '4CR2', '4CR2', 'background', 'background', 'background', 'background', 'background', '4CR2', '1QVR', 'background', 'background', '4V94', '3CF3', 'background', '4V94', 'background', 'background', '4CR2', '1QVR', '4CR2', '4CR2', '4V94', '4V94', '4V94', '4CR2', '1BXN', '4CR2', 'background', '4V94', 'background', '1QVR', '1QVR', '4V94', '4V94', 'background', 'background', '4V94', '4V94', '4CR2', '4CR2', '4V94', '3CF3', '4CR2', '4V94', '4V94', '4CR2', '4V94', '3CF3', '1QVR', '1QVR', '4V94', '4V94', '1QVR', '1QVR', 'background', 'background', '1QVR', '4CR2', '4V94', '1BXN', '4CR2', '3QM1', '4V94', '4CR2', '4V94', '4V94', 'background', '4CR2', '4V94', '4V94', '4CR2', '4V94', '1QVR', 'background', '1BXN', '1QVR', '1BXN', 'background', '1QVR', 'background', 'background', 'background', '2CG9', '4V94', '4CR2', 'background', 'background', 'background', 'background', 'background', '1QVR', '4V94', '1QVR', 'background', '5MRC', '1BXN', '4CR2', '3CF3', '4CR2', '1BXN', '4CR2', '4CR2', '1QVR', '4CR2', 'background', '4CR2', 'background', '4V94', 'background', 'background', 'background', 'background', '4V94', '4CR2', '4V94', '4CR2', '4CR2', '3D2F', '4CR2', '4CR2', '4V94', '4CR2', 'background', '1BXN', '4CR2', '3CF3', '4CR2', '4V94', 'background', '1QVR', '4CR2', '4V94', 'background', '1U6G', '4CR2', 'background', '1BXN', '4V94', '1QVR', 'background', '4V94', '4V94', '4CR2', '4CR2', '1QVR', 'background', '4V94', '4CR2', '1BXN', '4V94', '4CR2', 'background', '4V94', '1BXN', '4V94', 'background', 'background', 'background', '1BXN', '1BXN', '1BXN', '1QVR', '4V94', '4CR2', '3QM1', '1QVR', '1QVR', '4V94', '4CR2', 'background', '4CR2', '1QVR', '1U6G', '4V94', '4CR2', 'background', 'background', '4CR2', '1QVR', '4V94', 'background', '4CR2', 'background', '4CR2', '4V94', '4V94', '1QVR', 'background', 'background', '1BXN', 'background', 'background', '3CF3', '4V94', '4CR2', '3CF3', '5MRC', '4V94', 'background', '1QVR', '4V94', '1QVR', '1QVR', '4CR2', 'background', 'background', '4V94', 'background', 'background', '3CF3', '4CR2', '3CF3', '3QM1', 'background', '1QVR', 'background', '4V94', '1QVR', '1QVR', '1BXN', 'background', 'background', '3CF3', '4V94', 'background', '4CR2', 'background', '4V94', 'background', 'background', 'background', '4CR2', '1QVR', 'background', '1BXN', 'background', '1QVR', '4CR2', 'background', '1BXN', '4V94', '3CF3', 'background', '4V94', 'background', '4CR2', '4V94', '4CR2', '1BXN', '4CR2', '4CR2', '4V94', '4CR2', '4CR2', '4CR2', '4V94', 'background', '1BXN', '4CR2', '4CR2', '4V94', '3CF3', 'background', 'background', '4V94', '5MRC', 'background', '4V94', '4CR2', '4V94', '4V94', 'background', 'background', '4V94', 'background', 'background', '1BXN', '4CR2', '3D2F', '4CR2', '4CR2', 'background', '1QVR', '1BXN', 'background', 'background', 'background', 'background', 'background', '3GL1', '4CR2', '2CG9', 'background', '1BXN', '1BXN', '3D2F', 'background', '1QVR', '1BXN', '4CR2', '4CR2', '3CF3', '1QVR', 'background', '2CG9', '3GL1', '1QVR', 'background', '4V94', '4CR2', 'background', 'background', '3QM1', 'background', '4V94', '4V94', 'background', '1BXN', '4V94', '4V94', '3CF3', '4V94', '1QVR', '1BXN', '4CR2', '4V94', 'background', '1BXN', '4CR2', '1QVR', '4V94', '1QVR', 'background', '4V94', '3CF3', '4CR2', '1BXN', '1BXN', '4CR2', '1BXN', '1QVR', 'background', '4CR2', '1BXN', '1QVR', '4CR2', '4CR2', '1QVR', '4CR2', 'background', '1QVR', '1QVR', 'background', 'background', '4CR2', 'background', 'background', '4V94', '1BXN', '5MRC', '1BXN', 'background', '1QVR', '1QVR', '4V94', '4V94', 'background', '3CF3', 'background', '1BXN', '4V94', '4CR2', '1U6G', '4V94', 'background', '3CF3', '4CR2', 'background', 'background', '4CR2', '1QVR', '1QVR', '1QVR', 'background', 'background', '4CR2', '1BXN', '3CF3', '4CR2', '3D2F', '1U6G', '1BXN', '4CR2', '4V94', '3CF3', '1BXN', '4CR2', 'background', '4V94', '3CF3', '1QVR', '4CR2', 'background', 'background', '2CG9', '1BXN', '1QVR', '1QVR', 'background', '4CR2', 'background', '3CF3', 'background', 'background', 'background', '4V94', '1QVR', '5MRC', '4V94', 'background', 'background', '1BXN', '4CR2', 'background', '1BXN', 'background', '1QVR', '3CF3', '4CR2', '1BXN', 'background', 'background', '5MRC', '4V94', '1BXN', 'background', 'background', '1QVR', '4CR2', '3H84', '3CF3', '1QVR', '1QVR', '5MRC', '4V94', '4CR2', 'background', '1QVR', '1BXN', '1QVR', '1QVR', '3CF3', 'background', '4CR2', '5MRC', 'background', '3CF3', '4CR2', '1BXN', '4CR2', 'background', 'background', '3CF3', '5MRC', '1QVR', 'background', 'background', '1BXN', '3CF3', '4V94', '1BXN', 'background', '1BXN', '4CR2', 'background', '4CR2', '1BXN', '5MRC', '1BXN', '1QVR', '4V94', '5MRC', '3CF3', 'background', '1BXN', 'background', '4V94', 'background', 'background', 'background', 'background', 'background', '1U6G', 'background', '1BXN', 'background', '3CF3', '1QVR', 'background', '1BXN', '4CR2', '4CR2', '4CR2', '1BXN', 'background', '1BXN', 'background', 'background', 'background', '3D2F', 'background', 'background', 'background', '3CF3', '1QVR', 'background', '4CR2', 'background', '4CR2', '4CR2', 'background', '3CF3', 'background', 'background', 'background', '1QVR', '1QVR', '4V94', 'background', 'background', '1BXN', '1QVR', '3QM1', '4V94', '3CF3', '1U6G', '4V94', '1BXN', '1QVR', '4V94', '1BXN', 'background', '1QVR', 'background', '1QVR', 'background', '5MRC', '1QVR', 'background', 'background', 'background', '1BXN', '4CR2', 'background', '4V94', '1BXN', '1QVR', '4CR2', '4V94', '3H84', '3CF3', 'background', 'background', '4CR2', '3CF3', '4CR2', 'background', 'background', '1QVR', '1QVR', 'background', 'background', '4CR2', '1QVR', '1BXN', 'background', '4CR2', 'background', '1BXN', 'background', '1QVR', '1BXN', '1QVR', '1BXN', 'background', '1QVR', '1BXN', '4CR2', '5MRC', '3CF3', 'background', '4CR2', '4V94', '5MRC', '4CR2', '3CF3', '1QVR', '4V94', '4CR2', '5MRC', '4V94', '1BXN', '2CG9', '3CF3', '1BXN', '3CF3', 'background', '4V94', '1QVR', '4V94', '3CF3', 'background', 'background', 'background', '5MRC', '1BXN', '1BXN', '4CR2', '4V94', '5MRC', '2CG9', 'background', 'background', '4V94', '4V94', 'background', '4V94', '5MRC', '1QVR', '4CR2', '5MRC', 'background', 'background', 'background', 'background', '1QVR', '1BXN', '4CR2', 'background', '1QVR', 'background', '4CR2', 'background', '3H84', '4V94', 'background', '5MRC', 'background', '4CR2', 'background', '4V94', 'background', '3CF3', '1QVR', '1S3X', '3CF3', '3CF3', '4V94', '3CF3', '3CF3', '4V94', 'background', '4V94', '4V94', 'background', 'background', '3D2F', '1BXN', '3CF3', 'background', '4V94', '4CR2', 'background', 'background', '3CF3', 'background', '4CR2', '4CR2', 'background', '4V94', '1QVR', 'background', '4CR2', '4V94', '5MRC', '1U6G', '4CR2', 'background', '4V94', 'background', '3CF3', '1BXN', '3CF3', 'background', 'background', 'background', '1BXN', 'background', 'background', '1U6G', '1U6G', 'background', '5MRC', 'background', '3CF3', 'background', '1QVR', '4CR2', '1QVR', 'background', 'background', '1U6G', '3QM1', 'background', '4CR2', '3GL1', '1QVR', 'background', 'background', '4CR2', '4V94', 'background', '3QM1', 'background', 'background', '4V94', '5MRC', '4V94', '4V94', '5MRC', '3GL1', 'background', 'background', '1BXN', '3QM1', '4CR2', 'background', 'background', 'background', '5MRC', '3CF3', '1BXN', '1BXN', 'background', '4CR2', 'background', '1BXN', '1U6G', '1QVR', '4CR2', '1QVR', '4CR2', '1U6G', '1U6G', 'background', 'background', '1BXN', '3CF3', '4V94', 'background', 'background', '3H84', '3CF3', '1QVR', '1BXN', '3CF3', 'background', '3CF3', '2CG9', '4CR2', '1QVR', '3CF3', 'background', 'background', '1S3X', 'background', 'background', 'background', 'background', '3CF3', '3CF3', '4CR2', 'background', '2CG9', '3CF3', '3CF3', '1QVR', 'background', '1BXN', 'background', 'background', '3D2F', '4CR2', '3CF3', '4V94', '4CR2', 'background', '1BXN', 'background', 'background', '3CF3', 'background', '4V94', '1QVR', '3QM1', 'background', '4V94', 'background', 'background', '1BXN', '1QVR', '1QVR', 'background', '5MRC', '4V94', '4CR2', '4CR2', 'background', '4V94', '4V94', '1QVR', 'background', '4V94', '4CR2', 'background', '4CR2', '5MRC', '3CF3', '4CR2', 'background', '1BXN', '1QVR', '4CR2', '4CR2', 'background', 'background', '3CF3', '5MRC', '3D2F', '1U6G', 'background', 'background', 'background', 'background', 'background', 'background', 'background', '1BXN', '3CF3', '4CR2', 'background', '3CF3', '3GL1', '3CF3', '1QVR', 'background', '1QVR', 'background', 'background', '4V94', '4V94', 'background', 'background', '1QVR', '5MRC', '3CF3', '1QVR', '3D2F', '3H84', 'background', 'background', '4V94', '3CF3', '1S3X', 'background', 'background', '1QVR', '4V94', '1QVR', '4CR2', 'background', '2CG9', '3CF3', '1BXN', '5MRC', '5MRC', '3CF3', '2CG9', 'background', '3CF3', '3CF3', 'background', '4CR2', '4CR2', 'background', 'background', 'background', '4CR2', '3H84', 'background', '4CR2', '1S3X', '4V94', 'background', '3QM1', 'background', '3CF3', '4V94', '1BXN', 'background', '3CF3', '5MRC', '5MRC', '4CR2', 'background', 'background', '1U6G', '3CF3', 'background', '1BXN', 'background', 'background', '2CG9', '3CF3', '1QVR', '5MRC', '3CF3', 'background', '3H84', '4CR2', '1QVR', '5MRC', '1QVR', '1BXN', '1QVR', '1U6G', '2CG9', '1QVR', 'background', '3CF3', '5MRC', '3D2F', '4CR2', 'background', '1QVR', 'background', 'background', '4CR2', '3H84', '4CR2', '1QVR', '4CR2', 'background', '3CF3', '3D2F', '1BXN', '1QVR', '1QVR', 'background', 'background', 'background', 'background', 'background', '1QVR', '1QVR', '5MRC', '1QVR', 'background', 'background', 'background', '5MRC', '5MRC', '4V94', 'background', '4V94', '4CR2', 'background', '5MRC', '4V94', 'background', 'background', '1QVR', '4CR2', '3CF3', '3H84', 'background', 'background', 'background', '1S3X', '3GL1', '3CF3', '3D2F', '4CR2', '5MRC', '3GL1', '1QVR', '5MRC', '5MRC', '1QVR', '1BXN', 'background', 'background', '3CF3', '1BXN', '3H84', 'background', '4CR2', 'background', '1BXN', '5MRC', 'background', 'background', 'background', '5MRC', 'background', '4CR2', '1QVR', 'background', '4V94', 'background', '5MRC', '1U6G', '5MRC', '3D2F', 'background', 'background', 'background', '3H84', 'background', '4CR2', 'background', '5MRC', '1BXN', '3D2F', 'background', '4V94', 'background', '3D2F', 'background', '1QVR', '4CR2', '1QVR', 'background', 'background', 'background', '1QVR', '3H84', 'background', '1QVR', '4CR2', '1S3X', 'background', 'background', 'background', '3CF3', '1QVR', 'background', 'background', '5MRC', '4CR2', '1S3X', 'background', '1QVR', 'background', '1U6G', 'background', 'background', 'background', '1BXN', '1BXN', '5MRC', '3H84', 'background', 'background', '4CR2', 'background', '5MRC', 'background', 'background', '1BXN', '4CR2', '1U6G', '4CR2', '1QVR', 'background', 'background', 'background', 'background', 'background', 'background', '1QVR', 'background', 'background', '1QVR', 'background', 'background', '1U6G', 'background', '5MRC', '2CG9', 'background', 'background', 'background', 'background', '5MRC', '3D2F', '4V94', '3H84', 'background', 'background', 'background', 'background', '3GL1', '5MRC', 'background', 'background', 'background', 'background', '3D2F', 'background', '4CR2', '1QVR', '3D2F', '1U6G', '3CF3', 'background', '4V94', '1BXN', 'background', 'background', 'background', 'background', '1BXN', '1S3X', 'background', 'background', '4V94', 'background', '4V94', 'background', 'background', 'background', '4V94', 'background', 'background', '5MRC', 'background', 'background', 'background', 'background', 'background', '1QVR', '1QVR', 'background', 'background', '5MRC', 'background', '1BXN', 'background', '3GL1', 'background', 'background', 'background', '3D2F', '2CG9', 'background', 'background', 'background', '1U6G', '3GL1', '1BXN', 'background', 'background', '4CR2', 'background', '3D2F', '4V94', '3D2F', 'background', 'background', 'background', '4V94', 'background', '5MRC', '1BXN', '1U6G', '4CR2', 'background', '3CF3', 'background', 'background', '4V94', '4V94', 'background', '1BXN', '3CF3', 'background', 'background', 'background', '1QVR', 'background', 'background', '5MRC', '5MRC', '4CR2', 'background', 'background', 'background', '2CG9', '5MRC', 'background', 'background', '1U6G', '4V94', 'background', '4CR2', '1QVR', 'background', '4CR2', 'background', 'background', 'background', '4CR2', '3H84', 'background', 'background', 'background', 'background', 'background', '2CG9', '4V94', 'background', '3QM1', '3CF3', 'background', '3GL1', '4V94', '5MRC', '3CF3', 'background', '4V94', 'background', 'background', '3CF3', '1QVR', 'background', 'background', '3CF3', 'background', 'background', '1S3X', '1QVR', 'background', 'background', '2CG9', '4CR2', '1U6G', 'background', 'background', 'background', '2CG9', 'background', 'background', '4CR2', 'background', '5MRC', '4CR2', 'background', '1S3X', 'background', '3D2F', 'background', '3GL1', '3CF3', 'background', '4CR2', 'background', '1U6G', '1QVR', '5MRC', '1U6G', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', '3CF3', 'background', '2CG9', 'background', 'background', 'background', '3H84', 'background', '3CF3', '1QVR', 'background', 'background', 'background', 'background', 'background', '3H84', 'background', 'background', 'background', 'background', 'background', '5MRC', 'background']"
