num_annotations,tau,test_item,thresh,precision,recall,f1,pred_labels
30,1.5658271877327934e-05,model_1,0.44813603162765503,0.0,0.0,,"['background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.4486977458000183,0.0,0.0,,"['background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.4492594301700592,0.0,0.0,,"['background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.4498211443424225,0.0,0.0,,"['background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.45038285851478577,0.0,0.0,,"['background', 'background', 'background', 'background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.45094454288482666,0.0,0.0,,"['background', 'background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.45150625705718994,0.0,0.0,,"['background', 'background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.4520679712295532,0.0,0.0,,"['background', 'background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.4526296555995941,0.0,0.0,,"['background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.4531913697719574,0.0,0.0,,"['background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.4537530541419983,0.0,0.0,,"['background', 'background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.4543147683143616,0.0,0.0,,"['background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.45487648248672485,0.0,0.0,,"['background', 'background', 'background']"
30,1.5658271877327934e-05,model_1,0.45543816685676575,0.0,0.0,,"['background', 'background']"
30,1.5658271877327934e-05,model_1,0.45599988102912903,0.0,0.0,,"['background', 'background']"
30,1.5658271877327934e-05,model_1,0.4565615952014923,0.0,0.0,,"['background', 'background']"
30,1.5658271877327934e-05,model_1,0.4571233093738556,0.0,0.0,,"['background', 'background']"
30,1.5658271877327934e-05,model_1,0.45768502354621887,0.0,0.0,,"['background', 'background']"
30,1.5658271877327934e-05,model_1,0.45824670791625977,0.0,0.0,,['background']
30,1.5658271877327934e-05,model_1,0.45880842208862305,0.0,0.0,0.0,[]
